date,temp_F,rain,dow,is_weekend,search_spend,social_spend,display_spend,ad_spend_total,price_index,promo,conversions,revenue,fulfillment_cost
2023-01-20,34.97312480492584,0,4,0,188.74549474303933,107.22343350445583,77.33633572656893,373.30526397406413,1.0078115741479705,0,0,1497.1959025060698,182.64068931825625
2023-01-21,34.56442383603445,1,5,1,220.86584213075187,137.4383326604045,83.86868348349788,442.17285827465423,0.994180474825621,0,0,1749.9540991734261,220.50602705141478
2023-01-22,32.35584292267082,0,6,1,221.90079690066236,155.3498163240315,81.36477905587948,458.61539228057336,1.0105955228625685,0,0,1709.2736147738563,227.90340436859933
2023-01-23,42.15064560934261,0,0,0,228.44023276210925,135.85392063105485,81.53736355740158,445.8315169505657,0.9999943466696983,0,1,1305.2786685741708,178.24351592118833
2023-01-24,35.548350955855376,1,1,0,212.53852220720069,124.85065773519318,94.19636673790397,431.58554668029785,0.9941561423755111,0,0,1564.0288262238764,211.1395135735466
2023-01-25,34.46794612271047,0,2,0,209.14347532872765,116.4113380841584,72.86586549467036,398.4206789075564,1.013368733206894,0,0,1757.5083112272869,218.60715013017474
2023-01-26,35.142946368014194,1,3,0,157.43078350534972,108.08805691201401,64.29651734422745,329.81535776159114,1.0173788334201956,0,0,1375.0999919759442,218.0295259477186
2023-01-27,39.864543946876026,0,4,0,173.93827949996714,103.23342984950436,80.99398397100104,358.16569332047254,1.0182669804210456,0,0,1251.6061600143462,228.7189917624275
2023-01-28,39.33486865879599,1,5,1,238.4085268054456,139.13314781572936,96.13095967292995,473.6726342941049,1.019171707070197,0,1,1644.8490491009118,205.65231741141088
2023-01-29,39.881137981103834,0,6,1,249.3547278875064,154.74964941367236,98.0886701211351,502.19304742231384,0.9946741097905939,0,0,1547.5713742472517,268.4777234229236
2023-01-30,40.286491109922075,0,0,0,236.33096810061897,148.75219414454222,90.51871639979805,475.60187864495924,1.0008898307209253,0,0,1759.4343822424935,238.30234986010066
2023-01-31,49.160526669322095,0,1,0,215.66235654376555,142.93647455787465,85.01399759253195,443.61282869417215,1.0347352143681365,0,1,1448.9111539100568,189.45182832138144
2023-02-01,36.74501288714493,0,2,0,191.83292321304594,106.18876358660847,76.77637192091412,374.7980587205685,1.0050279123992296,0,0,1426.2668243218864,230.74132933645328
2023-02-02,36.545474248480055,0,3,0,180.12825793733066,103.52248325538727,78.54114874173577,362.1918899344537,1.022108410311367,0,0,1282.5940192327516,231.8658904599921
2023-02-03,35.37212726411911,0,4,0,170.10019233703136,107.00725488852468,73.81282675580697,350.920273981363,1.0096306237833415,0,2,1302.383796161381,268.5239244026892
2023-02-04,42.85979519086822,0,5,1,230.48058578908197,132.23541145173994,93.03617419823485,455.7521714390568,1.0177967273926756,0,1,1793.3730079698284,203.2766581747927
2023-02-05,45.76817058725406,0,6,1,231.47491430518548,141.9288633275434,105.09759844403739,478.50137607676623,1.011167457977264,0,0,1680.4381194985529,240.09835622691233
2023-02-06,39.90138513320734,0,0,0,234.33151709377012,126.74420639342425,85.40107894003539,446.47680242722976,1.0236154115461964,0,0,1479.450397148451,225.3739721136255
2023-02-07,36.62245266312384,1,1,0,216.65392180639006,129.6613428723481,90.47577622425497,436.7910409029931,1.019867741173167,0,1,1358.730004521769,274.147522252649
2023-02-08,37.05713672876658,1,2,0,182.72055694455221,107.18324741950067,73.78598260261965,363.68978696667256,1.0145171022635575,0,0,1143.950297226599,266.25817950466234
2023-02-09,44.792904201265685,1,3,0,172.4753098812888,104.30924542670817,53.98429387918152,330.7688491871785,1.008998278803193,0,1,1185.1098257163994,225.11698788763695
2023-02-10,45.62059162130677,0,4,0,172.31965399930354,100.77468498198462,58.64900495846875,331.7433439397569,1.0226777419749251,0,0,1371.0960319413457,209.38681142395006
2023-02-11,44.988347832137684,1,5,1,211.3329867313825,124.43273323324523,82.71129433088788,418.47701429551563,1.008372812009574,0,0,1651.6653154702738,233.21215989181846
2023-02-12,39.31704992887137,0,6,1,242.01879705790444,149.2073535674397,101.40931716117183,492.63546778651596,1.0252748104212084,0,2,1599.8154075010743,221.0977692552631
2023-02-13,44.181083217444986,0,0,0,220.35795101173812,140.0460746337248,93.24193233822368,453.64595798368657,1.047764849090369,0,4,1748.688781564068,275.0082818455901
2023-02-14,43.98292877750022,0,1,0,218.44448681445925,133.76416307468355,87.19280511246471,439.40145500160753,1.0355017005126201,0,1,1454.020504411697,222.49812883576323
2023-02-15,44.875598619790296,1,2,0,177.73263288494965,131.02700282722498,87.39905602670947,396.15869173888404,1.0296834788689415,0,1,1414.309294809306,206.75830989111267
2023-02-16,48.52527497085987,0,3,0,180.1719328644558,106.04961383041396,61.60632736465926,347.827874059529,1.0221439270225885,0,2,1266.0448282679677,201.50544840110604
2023-02-17,45.67528959424713,0,4,0,167.08026484667087,111.21768745208847,71.39342208528129,349.6913743840406,1.004112473729965,0,1,1518.3055139571745,181.33467425538262
2023-02-18,48.34415059441816,1,5,1,216.7370508441899,124.81950936906136,90.78661313688288,432.3431733501341,1.0107771360409983,0,0,1819.5628694783445,230.68379312949787
2023-02-19,45.682723135339444,0,6,1,239.65891039188907,137.2477071601335,93.94433909038634,470.8509566424089,1.037327928561027,0,0,1429.497891769497,192.5803961584076
2023-02-20,47.18852691097556,0,0,0,244.99930465420312,151.71133799345952,92.86909541667954,489.5797380643422,1.0171024391987522,0,1,1607.718441413203,249.54765974811806
2023-02-21,49.30021249231834,1,1,0,218.86941162969273,121.95206906464965,76.62690886490465,417.448389559247,1.0185074790183597,0,0,1651.8275808204241,174.05169338917082
2023-02-22,39.26145440998397,0,2,0,187.46614980102933,105.39854012413483,84.29283243423949,377.15752235940363,1.0243434952431598,0,1,1245.8626932842265,229.64167061190872
2023-02-23,45.354840883209,0,3,0,178.38935704524255,103.72850621099475,65.27117773863553,347.3890409948728,1.0158795374115344,0,0,1456.427096571161,252.0809036950728
2023-02-24,45.00967832774341,1,4,0,158.17313205266217,106.82549400855633,83.88642319905465,348.88504926027315,1.0147323126544836,0,1,1512.2326313493888,153.67529994861172
2023-02-25,44.577757334934326,1,5,1,222.31866410359086,126.42994794845362,88.90515405649525,437.6537661085397,1.0269952592721858,0,1,1567.399879086902,280.56013717498206
2023-02-26,46.809179135074366,0,6,1,266.23008625208854,145.31318093471972,104.67029918201146,516.2135663688198,1.0190847054532797,0,1,1801.101172655275,203.84284356280807
2023-02-27,56.07435746301432,0,0,0,233.4213024294814,149.09370816047362,92.51931773223495,475.03432832218994,1.0210898142022111,0,0,1859.0482426031922,208.943632509247
2023-02-28,44.68714981027907,0,1,0,216.59564386522015,123.10195843346168,86.18214187584755,425.8797441745294,1.02118808973853,0,0,1758.8621305678628,235.51889699315544
2023-03-01,54.27612231510949,0,2,0,195.41477162289527,102.81071282095462,72.46921913125728,370.69470357510716,1.0347236021383448,0,0,1440.280966747211,228.6525249053352
2023-03-02,41.440453690249015,0,3,0,182.7082150676888,111.79204654792555,70.21560863001581,364.7158702456302,1.0276787430950465,0,1,1338.0852140494503,231.47013890096954
2023-03-03,48.60197195127934,0,4,0,159.6203885970605,111.69540861107973,73.74601437686793,345.0618115850082,1.0287142803210614,0,0,1277.1624232174786,243.59917116965582
2023-03-04,51.51315476970662,1,5,1,206.27673518208968,128.89585103481068,84.5344489465089,419.7070351634093,1.0369694589730887,1,0,1878.7630961681577,225.75633566400646
2023-03-05,54.054766063805005,1,6,1,248.70785738490235,135.30563055540918,97.89171129445705,481.9051992347686,1.0300796039176707,0,2,1499.940787920247,262.8172436084225
2023-03-06,55.105199341825276,0,0,0,225.29907174647957,133.5117155677643,89.31854174983918,448.12932906408304,1.0292174623154282,0,0,1562.0307746241667,221.5435870754476
2023-03-07,55.94223584147277,0,1,0,229.38676479572592,129.3222718093219,100.30458928709976,459.01362589214756,1.0372045035557016,0,0,1622.771754866969,263.8083825867253
2023-03-08,50.659202525151606,0,2,0,187.1317439276211,123.49546941495454,75.57501051111963,386.2022238536953,1.0396819784355762,1,0,1621.9403197680676,238.24132217694776
2023-03-09,50.5191656890045,1,3,0,154.75685527741416,96.16864178176995,78.9122579639975,329.8377550231816,1.032029265004914,0,0,1372.8292554085783,157.20449740014672
2023-03-10,57.5495426888391,0,4,0,167.2649163575191,107.29087426348366,70.8042882255375,345.36007884654026,1.0348060777562051,0,0,1719.6353293073182,281.2736291250283
2023-03-11,52.73239528200526,0,5,1,195.95323980369415,139.47115727915912,90.93572584920942,426.36012293206267,1.0266820977026667,0,1,1572.7125274308103,192.21849917473398
2023-03-12,47.740126884164425,0,6,1,244.61368910121172,129.12282796344914,90.85379335974473,464.5903104244056,1.0263931695683546,0,0,1589.0376793409591,259.57816819505473
2023-03-13,48.88202485799796,0,0,0,230.91399609281092,147.94899176278403,90.43669939497471,469.29968725056966,1.0431914750196682,0,0,1726.6295930410076,214.14537346398558
2023-03-14,50.3812355428446,1,1,0,212.37188507570764,120.51030272646446,87.90981289414613,420.7920006963182,1.0404494206254462,0,1,1527.0946348666462,244.59355215394464
2023-03-15,57.894343101050445,1,2,0,201.4222782167707,117.03605664353947,85.76941811634853,404.22775297665873,1.0410529843841658,0,0,1663.4867850144192,181.87242095276565
2023-03-16,56.55058957568789,0,3,0,186.43736099971227,106.64476277761315,71.11276171987578,364.1948854972012,1.039808543487255,0,0,1460.0608052567645,222.91162880186218
2023-03-17,59.72056106615887,1,4,0,178.59117129239792,116.85372444728618,80.42034437754161,375.8652401172257,1.0379620327581496,0,1,1416.927314073884,193.56365319515888
2023-03-18,54.56116920328188,1,5,1,202.45306332523117,138.68739504714816,93.36437466121741,434.50483303359675,1.0449641189082277,0,0,1359.2631610448595,253.89669030375842
2023-03-19,57.918926731926064,0,6,1,253.47776027896342,129.36464275058466,108.68638582640445,491.52878885595254,1.0478510876102278,0,0,1515.21489307397,215.657332944199
2023-03-20,60.68234690280237,0,0,0,238.70143965054044,133.61046844202485,92.90488164235154,465.21678973491686,1.0481122800519065,0,0,1410.097279354052,228.89709552240984
2023-03-21,56.435073004230766,0,1,0,220.06042787509625,131.28554833894233,101.12794113332154,452.47391734736016,1.0384922208405403,0,2,1645.0328597717792,139.85716012784712
2023-03-22,60.692210296205175,1,2,0,200.79828531955468,113.03025360692581,73.48101791310468,387.3095568395852,1.0538699272990883,1,0,1518.8289319662297,198.26347196178745
2023-03-23,55.524224227773516,0,3,0,163.15388166993492,108.70218341878135,65.32209404863212,337.1781591373484,1.0427846068173232,0,1,1537.770339632212,218.71064546893814
2023-03-24,57.44297002591048,0,4,0,200.73260938781056,114.70196576093315,64.99770511224946,380.43228026099314,1.047323761925658,0,0,1472.0747213674047,209.7768831620986
2023-03-25,57.77267503286812,0,5,1,214.55572246858125,139.35761389143738,103.64614802934838,457.55948438936707,1.044320878908349,0,0,1620.4622272530903,231.50750637209376
2023-03-26,54.12390622796619,1,6,1,255.14717374604925,146.87876714398868,103.97866322532366,506.0046041153616,1.0444700670748417,0,0,1599.682363529608,196.07418517231693
2023-03-27,62.958196722181356,0,0,0,216.62436042132123,125.32800633030898,91.39441054590006,433.34677729753025,1.0351424800974969,0,2,1660.9985990457749,206.8427214806773
2023-03-28,58.59491803609521,1,1,0,208.01386530082613,126.74605731327745,94.42074105065163,429.18066366475523,1.050013508383448,0,1,1436.7634561680318,238.37726931846004
2023-03-29,61.42123743699698,0,2,0,206.49717429372672,118.13103788099565,80.65954824129604,405.2877604160184,1.0719529439490765,0,0,1394.5598485969,133.3448148210357
2023-03-30,64.17745558272614,1,3,0,172.54316440453687,96.3677195603234,81.85762988207169,350.76851384693197,1.0402520492520992,0,0,1556.3916575192482,222.6934617484216
2023-03-31,64.41932915978056,0,4,0,189.39428157728702,113.64723115654803,63.111025213944146,366.15253794777914,1.0452099471542495,0,1,1507.282121501222,196.086484764132
2023-04-01,65.92442316368313,0,5,1,226.86955388719258,141.96714637813852,88.20783935011453,457.0445396154456,1.0405379473565273,0,0,1646.9929357307951,179.7397640598111
2023-04-02,62.51364631368305,1,6,1,246.9553629140391,149.81790249479127,96.4268494859594,493.2001148947898,1.0406198009843808,0,0,1781.9632034275264,213.11270230469904
2023-04-03,61.29578916739648,1,0,0,247.4863406147816,115.79846348877363,81.69703888773029,444.98184299128553,1.0614444947811867,0,2,1565.2042622691938,240.91495668322065
2023-04-04,63.417407335264436,0,1,0,215.29992392700785,120.37520040242167,93.42856809808892,429.10369242751847,1.0397702898227252,0,0,1623.715301518166,235.27520374684275
2023-04-05,55.78043508642616,0,2,0,173.87610675083883,130.09960596433277,75.05101579576926,379.02672851094087,1.0422591952663363,0,2,1365.4380706607494,202.72901915054578
2023-04-06,57.37992627019464,1,3,0,167.46976171502826,100.92899523650016,74.6386522837375,343.0374092352659,1.0316250717626871,0,2,1632.242412621994,231.74176196685147
2023-04-07,58.39752656884718,1,4,0,186.85697281297615,92.93388753054354,86.69665381636136,366.487514159881,1.0404238827545775,0,1,1355.1037676958915,229.12542544029247
2023-04-08,60.41736406767081,0,5,1,228.80509106362496,144.7919791064821,87.82053784903431,461.4176080191413,1.0314160010704665,0,0,1857.817745336231,197.87969876640997
2023-04-09,67.79196432226757,0,6,1,232.68436197168631,149.11981141677379,96.81505989367336,478.61923328213345,1.0553180469921193,0,2,1689.567227462046,189.94209229588193
2023-04-10,61.65199904490355,1,0,0,226.9544121713727,149.35822633093463,94.39111996452587,470.70375846683316,1.0774969722183732,0,0,1700.3259301444193,182.92537792021437
2023-04-11,64.67157452192144,1,1,0,212.1992986815042,133.02557670587092,93.13008898731113,438.35496437468623,1.0463332120634947,0,3,1657.9938732915884,234.19555790633115
2023-04-12,73.43810025504257,1,2,0,188.3787918853311,118.88856578558136,73.41311697872845,380.6804746496409,1.0338324206700975,0,2,1636.245155417438,216.63602780644277
2023-04-13,65.53667656707243,0,3,0,162.09302674852984,108.41537156244334,66.55509547102537,337.06349378199855,1.0599999966442972,0,0,1307.4494753269687,175.25854528856928
2023-04-14,71.37796682766343,0,4,0,175.41134444476427,114.59693981094344,79.02115783183181,369.02944208753956,1.0442307504106985,1,1,1840.3477691886758,163.50221627726964
2023-04-15,63.39093785795757,1,5,1,217.9138951474044,153.3394435884486,92.35183594302808,463.6051746788811,1.0649934693055354,0,1,1863.7381754524638,230.17361842806937
2023-04-16,67.39661136537848,1,6,1,256.42027707166,156.99101737209799,87.21360821158741,500.6249026553454,1.0496797095221004,0,1,1697.4316466056841,193.2085474438482
2023-04-17,64.03448945873535,1,0,0,242.63905047535715,128.08598787650854,86.46678414936724,457.19182250123293,1.0466818431091722,0,1,1605.8725553808938,215.75213634685866
2023-04-18,67.44615584752313,0,1,0,216.9084075926387,134.59319942634733,96.354020052374,447.85562707136,1.0517204244425433,0,1,1554.8047869521272,247.3985063012222
2023-04-19,73.69539876358753,0,2,0,188.46308986776623,124.56193884070987,79.3649648290623,392.38999353753843,1.0615777676093618,0,2,1490.0269505914391,178.18138952458838
2023-04-20,61.20550384382489,1,3,0,177.60140575493642,115.34290403301634,65.90768946759462,358.8519992555474,1.0522257936924435,0,0,1618.8079492171373,200.09248319720453
2023-04-21,72.35808004306199,0,4,0,173.8793044514034,105.8141934511027,71.79556426697377,351.4890621694799,1.0500327529720628,0,1,1339.2300324125938,210.55766342124264
2023-04-22,71.7140019321174,1,5,1,214.0816791783255,144.64955556150494,90.29942003680999,449.0306547766404,1.0535116839702114,0,0,1533.5870837871064,225.44908858737972
2023-04-23,67.88934204396882,0,6,1,239.65273238478352,156.85490588083405,104.03637795129727,500.5440162169148,1.0432814481549912,0,1,1951.314643614583,247.91375840490178
2023-04-24,63.959877196172734,0,0,0,228.54970572574015,161.51884191503066,85.80955457702916,475.8781022178,1.0604703160229398,0,1,1728.1708686756917,165.36946265113633
2023-04-25,71.8760977216139,1,1,0,207.08177417560432,125.22989341412811,82.44091003738808,414.75257762712056,1.0391327340615508,0,1,1807.0609957479865,232.41619511172144
2023-04-26,69.18838316523788,0,2,0,194.35408341710172,111.58088808468038,78.73112965976954,384.66610116155164,1.053058785456345,1,1,1674.3821023192318,243.1812301805946
2023-04-27,73.31464229693839,0,3,0,183.84931937238235,103.48234519304754,70.02185757084543,357.35352213627533,1.0655938520883075,0,0,1480.5370771604653,210.3862588376226
2023-04-28,72.57086116325182,0,4,0,166.5240725179766,105.5152561152652,76.38917730620386,348.42850593944564,1.0615304828293273,0,0,1369.8374195134772,210.96162360910847
2023-04-29,80.77566691920988,0,5,1,226.15128711216042,128.41983400189122,82.98295561584246,437.55407672989406,1.0649032057298637,0,1,1689.6688762442304,238.50981618329502
2023-04-30,71.86990887839931,0,6,1,247.20558652137746,127.54156263903452,101.90474984724425,476.65189900765625,1.058849543272812,0,1,1506.2667695384569,225.59184811413976
2023-05-01,68.24376788246123,0,0,0,238.66292422082282,137.67110662948778,100.64863666244675,476.9826675127573,1.0716974618098551,0,0,1744.64592106402,227.36309967996715
2023-05-02,74.54676845929731,1,1,0,218.93712449249136,134.3947717817156,90.54751615230661,443.8794124265136,1.0697469919676978,1,0,1856.5666417808482,234.29453794319326
2023-05-03,75.03398969277862,0,2,0,178.54749502715686,111.90431793183662,78.06806556915882,368.5198785281523,1.0654614100424766,1,1,1703.8004859118614,189.18702677118011
2023-05-04,81.00795726045102,0,3,0,164.2782696459737,121.62434704896008,70.1855634384223,356.0881801333561,1.0707754577731354,0,0,1436.7511481828667,254.91754364368953
2023-05-05,78.65990357952327,0,4,0,183.0392912818089,109.75403981730238,68.08891529375465,360.8822463928659,1.0695042355440358,0,0,1378.4451579895385,257.39537916113505
2023-05-06,76.53526487954564,0,5,1,236.53780919745495,146.078232441473,90.06800844536122,472.6840500842892,1.058105364866531,0,0,1813.7099518010234,225.4248046661637
2023-05-07,82.32814166183618,0,6,1,227.61307076361066,151.94432998626417,107.46021290689872,487.01761365677356,1.0495610108830866,0,1,1633.3048258417489,182.4208642057485
2023-05-08,69.3226077936181,0,0,0,239.05510316347056,147.96996089841892,93.52496390658115,480.5500279684706,1.067703621258426,0,1,1735.5335725407974,208.61033446053898
2023-05-09,72.31646410033721,0,1,0,231.31273222640348,133.88383973558473,82.42778093332036,447.62435289530856,1.0694608923083144,0,0,1871.8769487355448,220.6119332286217
2023-05-10,71.12506997173372,0,2,0,191.90322906441088,127.0103697511123,74.41991259799688,393.33351141352006,1.0754047199113856,1,1,1916.9357491411602,179.5686967611399
2023-05-11,74.04548596638469,1,3,0,182.75418759480968,106.79881238178636,72.10596683747369,361.6589668140697,1.055636787249547,0,0,1274.6888514192276,206.05044125235122
2023-05-12,69.34147692711335,0,4,0,176.064364716981,113.82599898028569,70.99693822729854,360.88730192456524,1.0564356894072284,0,1,1399.9951623007469,169.4058798695122
2023-05-13,79.6247542900443,0,5,1,225.4063380072309,138.89066346920012,93.55181969837872,457.8488211748097,1.0705990026630778,0,0,1753.276728519892,241.7684718976465
2023-05-14,75.55563085750597,0,6,1,233.8958092909593,147.75668301940593,103.17904035411053,484.83153266447573,1.0657883301114692,0,0,1733.0356556711174,223.6454164760687
2023-05-15,69.52404611927861,1,0,0,212.50440428126603,144.80856097067027,99.71303402860981,457.0259992805461,1.0481423838942887,0,0,1449.219058921784,162.055360398707
2023-05-16,72.00504135940241,0,1,0,229.19417018578,149.73499727369781,96.4479617030011,475.3771291624789,1.0712510816375418,0,1,1717.3063299287176,225.9554349372169
2023-05-17,78.84883048007015,0,2,0,183.9335385492288,114.1069171591204,83.48854747682346,381.52900318517266,1.0494757708501106,0,3,1532.3587843345101,223.57247010172415
2023-05-18,81.66362517599734,0,3,0,173.04688418451101,109.91701672355317,65.43543066893038,348.3993315769946,1.0590474344812661,0,1,1707.305004158403,242.5437029786553
2023-05-19,87.6417277687026,0,4,0,169.5806329932572,120.12926492253101,67.95681553092604,357.6667134467143,1.082516813728601,0,0,1470.0794163317996,221.42410030978027
2023-05-20,92.40576172557269,0,5,1,212.85030296916108,145.29202624755413,90.32537114124099,448.46770035795623,1.0877487901780714,0,1,1855.7451569711945,215.5020882281736
2023-05-21,80.08011497442911,0,6,1,248.7165674730945,150.36669802617934,97.47492564617978,496.5581911454536,1.0578434363152804,0,1,1628.0727624518665,201.63954578764339
2023-05-22,73.22518716297428,0,0,0,229.0020654240983,122.71159279561397,87.68917458441625,439.40283280412854,1.067206084625873,1,0,1708.6365024758366,199.725118099117
2023-05-23,67.67059908721566,0,1,0,223.8962221534744,136.2035298533042,85.39645410437302,445.49620611115165,1.0714262252307871,0,1,1690.791290823465,210.6751193310645
2023-05-24,79.82043656223077,1,2,0,198.6588720162693,98.72429862689961,74.80631752887513,372.18948817204404,1.0893122692758155,0,1,1604.7939474313487,229.16766537704814
2023-05-25,74.56127386774202,0,3,0,181.1606590977914,118.53079542825705,67.14977861525091,366.84123314129937,1.067071310521756,0,0,1370.57525886776,211.75193230704733
2023-05-26,76.68630182978384,0,4,0,186.18106343524371,111.63282428512164,71.62328529345368,369.437173013819,1.0677311597696673,0,2,1499.0695258074616,208.86998399644716
2023-05-27,75.83268104168265,0,5,1,243.07768204931892,144.37739215897594,97.99070510191001,485.44577931020484,1.0884872555846286,0,1,1566.267317267613,209.25169822945307
2023-05-28,78.31221713926067,0,6,1,240.12900678359196,143.26607757897605,101.51740603711175,484.91249039967977,1.0697521084728172,0,1,1726.1567007441395,298.8587215679729
2023-05-29,84.46197248809075,0,0,0,236.0984887034256,129.56864263287244,109.48998940251474,475.15712073881275,1.0812220170896647,0,1,1803.488460524198,206.9013948953132
2023-05-30,80.02607286603367,0,1,0,231.79341037872314,134.3659423772457,89.2096539855288,455.3690067414976,1.0597285703488757,0,0,1612.683125662022,207.2921271828546
2023-05-31,78.549241286665,1,2,0,207.1288859198536,116.42126517623478,76.05300048696577,399.6031515830541,1.0732876725590768,0,1,1498.405395716698,322.96286902755287
2023-06-01,74.2585288384109,1,3,0,164.08452614109962,103.04897097146987,71.34566234974733,338.47915946231683,1.058904031616736,0,0,1277.0106099435084,229.74063367990965
2023-06-02,71.15053376813884,1,4,0,181.02150110940016,111.16432356143743,75.19697408104479,367.3827987518824,1.0654456621904431,0,1,1374.214798327592,172.46722634488464
2023-06-03,77.17230280450357,1,5,1,241.23121095867202,158.72948713625772,93.67152374302616,493.6322218379559,1.0848920135515225,0,0,1938.5822108917905,245.88737948472217
2023-06-04,79.40754278119914,1,6,1,256.2357355260316,157.369171063377,112.9222457447705,526.527152334179,1.0765009460891328,0,1,1806.4720165066094,196.6148729946442
2023-06-05,88.58141612841179,0,0,0,238.95046768025247,150.5946912661794,89.7272121563165,479.2723711027484,1.07430894259447,0,0,1606.0031130748757,261.569544588247
2023-06-06,80.45112870631644,0,1,0,218.63966523918052,139.2414024365431,93.48088121847725,451.36194889420085,1.0705125037601908,0,1,1615.7760082582568,219.0491973826481
2023-06-07,84.76410454568753,0,2,0,190.99547856939554,128.73578984670135,79.17989871627395,398.91116713237085,1.0762934392675871,0,0,1377.4943803015492,216.5230499701428
2023-06-08,77.3972262542636,0,3,0,181.53435326544852,105.67072419752121,62.03427859839441,349.2393560613641,1.0820111316710068,0,1,1333.1177907809174,270.5343700605921
2023-06-09,74.0049162236735,0,4,0,181.97131427611413,94.25894285417303,78.42221490295218,354.65247203323935,1.0893291620646175,0,2,1613.9653859841171,235.9377808597811
2023-06-10,75.13260497330376,1,5,1,227.5742137895552,135.2913109359517,98.80574136482329,461.6712660903302,1.053748533159032,0,1,1662.433936376597,248.5407059226755
2023-06-11,76.35322666089388,0,6,1,252.2909315351909,157.39685236439632,95.45891936695165,505.14670326653885,1.072182388257372,0,1,2004.1201728659103,233.70193828252704
2023-06-12,90.63548205124485,0,0,0,230.5671220805197,134.65029925835222,94.88553173883005,460.10295307770195,1.0825909624218901,0,1,1682.3545398631263,224.19590939056292
2023-06-13,75.8925805281728,0,1,0,226.4878059123413,131.2889797002015,78.11447929736455,435.8912649099073,1.0805113688403771,0,1,1602.7088904591833,238.49513556763108
2023-06-14,84.19094271982846,0,2,0,224.32593431062702,111.57593475186519,70.52055637248311,406.4224254349753,1.0860337624252674,0,0,1653.023611754862,265.30559304432796
2023-06-15,75.47544613020258,0,3,0,161.2322962412845,119.41753159547218,77.88904251952161,358.53887035627827,1.0851754028612655,1,1,1363.4980937349478,223.553098074825
2023-06-16,84.63213743717827,0,4,0,188.08518076785893,116.90268943882799,71.13952317433906,376.12739338102597,1.079951321370066,0,1,1550.5427785507775,285.0483358363131
2023-06-17,81.87582726651317,0,5,1,220.74809911381078,142.22232496515156,84.6871821503717,447.657606229334,1.0782314680401281,0,0,1681.4170604249625,251.76560881587307
